rank,square_id,total_internet_traffic
2830,6418,512746.9499511719
2831,2688,512217.39599609375
2832,4872,512178.64892578125
2833,3038,511842.16162109375
2834,8950,511294.46337890625
2835,9957,511157.42724609375
2836,2836,511012.2424316406
2837,9286,510690.529296875
2838,2285,510542.8623046875
2839,8210,510481.5146484375
2840,7573,509736.57470703125
2841,1797,509551.6669921875
2842,7574,509525.85107421875
2843,5700,509415.748046875
2844,8800,509084.62646484375
2845,5179,508657.2459716797
2846,7735,508270.7802734375
2847,8988,508241.17138671875
2848,8981,508157.07958984375
2849,867,507947.22509765625
2850,9185,507884.37646484375
2851,1942,507852.26416015625
2852,1842,507852.26416015625
2853,1943,507852.26416015625
2854,2044,507852.26416015625
2855,4167,507365.0107421875
2856,2390,506748.115234375
2857,8262,506676.9873046875
2858,7851,506560.1279296875
2859,3322,506446.2639160156
2860,6466,506021.17333984375
2861,2088,505901.97314453125
2862,7038,505768.80322265625
2863,9020,505435.36669921875
2864,5474,505059.91259765625
2865,8386,505035.8466796875
2866,6592,504683.3701171875
2867,2043,504599.24658203125
2868,4327,504261.42431640625
2869,8160,504075.326171875
2870,7832,503937.021484375
2871,8788,503880.5400390625
2872,8163,503716.60302734375
2873,9069,503477.55908203125
2874,7762,503124.14404296875
2875,8309,503118.0419921875
2876,2640,502840.54248046875
2877,1153,502822.650390625
2878,2633,502248.2509765625
2879,9981,502165.80029296875
2880,1146,502043.34228515625
2881,8286,502007.13134765625
2882,3325,502000.9560546875
2883,5125,501867.80029296875
2884,5382,501814.9006347656
2885,3582,501622.91259765625
2886,855,501607.38720703125
2887,3358,501595.46630859375
2888,8042,501569.65380859375
2889,1748,501356.71826171875
2890,5680,500879.04345703125
2891,7937,500820.23388671875
2892,4481,500362.9931640625
2893,7260,500138.746219635
2894,7406,500076.2021484375
2895,2540,500018.48388671875
2896,4240,499829.6071777344
2897,7328,499696.85400390625
2898,8312,499521.5849609375
2899,7636,499309.99462890625
2900,8110,499267.8212890625
2901,3138,499092.2841796875
2902,3139,499092.2841796875
2903,8013,498941.318359375
2904,7179,498656.7451171875
2905,7938,498516.39404296875
2906,6319,498106.400390625
2907,8037,498028.689453125
2908,2491,497116.314453125
2909,8454,496888.38525390625
2910,2484,496487.6708984375
2911,2837,496023.2626953125
2912,8462,495947.20263671875
2913,4992,495676.2165527344
2914,9772,495555.8879394531
2915,8787,495342.68603515625
2916,7186,495334.20666503906
2917,9681,495165.58203125
2918,1796,495132.15478515625
2919,1854,495130.845703125
2920,6655,495012.5830078125
2921,1989,494914.96240234375
2922,7875,494852.72314453125
2923,8108,494332.341796875
2924,3465,494281.92529296875
2925,3033,494247.89111328125
2926,8109,494240.333984375
2927,1641,494130.94677734375
2928,7834,494049.4765625
2929,7049,493882.29150390625
2930,4239,493677.4990234375
2931,4670,493643.63024902344
2932,1350,493613.92626953125
2933,5899,493509.16796875
2934,8993,493387.01513671875
2935,9920,493325.39501953125
2936,8209,492422.37841796875
2937,9575,492383.2751464844
2938,7850,492272.47509765625
2939,8691,492183.16455078125
2940,9053,492159.79931640625
2941,8931,492018.693359375
2942,1795,491917.79052734375
2943,5525,491823.21728515625
2944,9378,491669.4172363281
2945,7147,491494.263671875
2946,9191,491427.42333984375
2947,5276,491345.857421875
2948,1956,491175.4580078125
2949,7635,491159.71044921875
2950,9088,491086.6904296875
2951,8217,491055.80615234375
2952,2736,490985.07568359375
2953,7637,490842.85009765625
2954,5636,490706.08447265625
2955,3258,490513.94970703125
2956,8831,490423.322265625
2957,5230,490139.22216796875
2958,8451,490080.10107421875
2959,7737,490053.10205078125
2960,9153,489522.11376953125
2961,9289,489181.875
2962,2541,488727.53466796875
2963,8241,488220.8623046875
2964,8022,488100.5729980469
2965,9862,487699.9287109375
2966,9891,487520.5166015625
2967,7338,487506.267578125
2968,8284,487297.8078613281
2969,8141,487275.25
2970,1647,487157.3359375
2971,1747,487157.3359375
2972,8830,487008.71533203125
2973,5079,486760.2060546875
2974,7750,486737.6650390625
2975,8641,486630.97509765625
2976,5800,486550.04052734375
2977,7449,486470.4404296875
2978,4429,486411.84033203125
2979,4738,486247.24853515625
2980,6696,486110.85791015625
2981,8688,486017.4833984375
2982,1349,485828.39990234375
2983,7793,485690.9619140625
2984,4141,485618.8015136719
2985,9655,485321.81787109375
2986,755,485106.91357421875
2987,3350,484991.25048828125
2988,2284,484454.33056640625
2989,7837,484309.1015625
2990,6219,484286.3278808594
2991,3419,484154.37353515625
2992,7048,483968.8037109375
2993,8517,483771.3935546875
2994,4426,483571.92724609375
2995,5229,483480.21337890625
2996,7736,483258.64208984375
2997,3423,483161.1817626953
2998,8137,482824.4404296875
2999,8038,482733.18359375
3000,2384,482369.51220703125
3001,3472,482309.0302734375
3002,9782,482170.95263671875
3003,4140,482143.7116699219
3004,8041,481963.28369140625
3005,8240,481907.72412109375
3006,4166,481875.990234375
3007,7350,481740.3955078125
3008,6787,481703.78955078125
3009,2531,481693.8818359375
3010,8736,481207.03564453125
3011,2349,480965.3908691406
3012,3428,480899.85546875
3013,2783,480790.19580078125
3014,7245,480554.30419921875
3015,7650,480433.68017578125
3016,2487,480152.02685546875
3017,8592,479956.91455078125
3018,3422,479803.0128173828
3019,2683,479716.1770019531
3020,8418,479587.763671875
3021,2682,479580.865234375
3022,7223,479346.18017578125
3023,1696,479325.90283203125
3024,2756,479286.03125
3025,2857,479182.404296875
3026,2757,479182.404296875
3027,9021,478061.62060546875
3028,9120,478060.57421875
3029,9220,478060.57421875
3030,9221,478060.57421875
3031,9121,478060.57421875
3032,9122,478014.5732421875
3033,9320,477934.74267578125
3034,7751,477879.0703125
3035,7941,477646.310546875
3036,3257,477635.16162109375
3037,7279,477629.416015625
3038,8358,477273.77490234375
3039,9219,477183.88525390625
3040,9319,476782.4296875
3041,3471,476775.99462890625
3042,7359,476731.4055175781
3043,2758,476605.0205078125
3044,4582,476091.9677734375
3045,9465,476024.11279296875
3046,3738,475947.3212890625
3047,8237,475934.7958984375
3048,3019,475855.9306640625
3049,8239,475772.849609375
3050,9265,475571.31591796875
3051,1853,475569.78759765625
3052,7967,475511.5363769531
3053,9087,475319.71533203125
3054,3140,475201.296875
3055,4340,475149.2548828125
3056,7178,475084.65869140625
3057,8731,474984.76416015625
3058,3724,474637.57080078125
3059,6693,474633.18115234375
3060,7549,474444.79296875
3061,3456,474398.5412597656
3062,3130,474229.611328125
3063,9321,474030.6181640625
3064,8384,473822.45947265625
3065,1554,473215.5959472656
3066,9787,473204.47314453125
3067,856,472974.6545410156
3068,9285,472871.361328125
3069,2148,472848.1572265625
3070,6492,472309.958984375
3071,9868,472198.21923828125
3072,9261,472180.2724609375
3073,5798,472001.08984375
3074,7912,471884.56201171875
3075,2858,471810.2587890625
3076,1050,471796.451171875
3077,7356,471656.68688964844
3078,7763,471128.8044433594
3079,8317,470740.13916015625
3080,9278,470585.7001953125
3081,7538,470381.30224609375
3082,2919,470248.1416015625
3083,2789,470121.0322265625
3084,1697,469778.4208984375
3085,9035,469731.9736328125
3086,8039,469669.0263671875
3087,6392,469514.58154296875
3088,8667,469494.2109375
3089,8750,469486.56103515625
3090,9193,469451.6728515625
3091,8140,469074.0244140625
3092,7804,468965.4765625
3093,6294,468621.23974609375
3094,7285,468595.8175048828
3095,9165,468595.431640625
3096,2289,468249.17333984375
3097,7965,468147.62548828125
3098,6893,468074.7041015625
3099,2856,467934.68896484375
3100,965,467829.509765625
3101,3837,467593.43798828125
3102,4142,467380.87060546875
3103,9254,467191.9140625
3104,9571,467104.2607421875
3105,9036,466936.849609375
3106,9037,466576.2421875
3107,2730,466435.0859375
3108,9364,466372.51904296875
3109,4043,466088.1865234375
3110,7417,465938.3466796875
3111,6295,465870.740234375
3112,8138,465827.03662109375
3113,5028,465764.091796875
3114,8213,465727.7998046875
3115,8008,465694.55322265625
3116,1259,465691.07373046875
3117,7949,465609.517578125
3118,3527,465281.5847167969
3119,7594,465243.66943359375
3120,8456,465208.93994140625
3121,3131,464968.14013671875
3122,1794,464925.705078125
3123,3578,464922.05419921875
3124,5999,464098.0856933594
3125,6099,464098.0856933594
3126,6100,464098.0856933594
3127,6199,464098.0856933594
3128,7930,463895.27294921875
3129,1742,463755.77978515625
3130,7942,463753.2890625
3131,9590,463651.94775390625
3132,3155,463549.6962890625
3133,8413,463434.904296875
3134,7105,463181.701171875
3135,7005,463181.701171875
3136,7104,463181.701171875
3137,9420,463159.3251953125
3138,1348,463031.97607421875
3139,5319,463021.1881713867
3140,6906,462990.89453125
3141,6098,462954.2302246094
3142,6555,462787.7724609375
3143,8040,462782.28662109375
3144,3462,462580.74853515625
3145,8650,462415.42431640625
3146,9845,462287.41162109375
3147,3539,462086.59326171875
3148,3429,461998.32177734375
3149,7205,461766.9248046875
3150,5980,461585.5734863281
3151,7831,461483.8095703125
3152,2188,461435.98779296875
3153,9050,461389.1875
3154,8930,461350.5009765625
3155,5320,461247.6626586914
3156,4241,461159.1716308594
3157,8009,461130.37158203125
3158,9694,460979.71533203125
3159,8987,460969.3125
3160,8139,460943.65087890625
3161,9982,460531.62841796875
3162,3731,460210.57470703125
3163,7006,460172.046875
3164,9253,459714.216796875
3165,7106,459358.62158203125
3166,7379,459113.5947265625
3167,6200,459111.55810546875
3168,6985,458897.12561035156
3169,3323,458889.35595703125
3170,8861,458690.14208984375
3171,7526,458648.23376464844
3172,9464,458630.56640625
3173,8832,458553.0830078125
3174,3469,458502.0859375
3175,9983,458460.6513671875
3176,9685,458236.87646484375
3177,1897,458000.341796875
3178,9791,457795.5
3179,8860,457715.61962890625
3180,9379,457595.1750488281
3181,9034,457374.22900390625
3182,3365,457369.060546875
3183,3366,457369.060546875
3184,3364,457369.060546875
3185,4181,456796.58447265625
3186,9394,456762.728515625
3187,1953,456665.6669921875
3188,8536,456312.6650390625
3189,1852,456023.56005859375
3190,9222,455837.8623046875
3191,3526,455776.6994628906
3192,3351,455688.25927734375
3193,3122,455664.99560546875
3194,3252,455408.52880859375
3195,4170,455346.5498046875
3196,4180,455181.33837890625
3197,3186,454947.1022949219
3198,8550,454568.47802734375
3199,9049,454444.1220703125
3200,8007,454284.22998046875
3201,3086,454283.7744140625
3202,3976,454213.8486328125
3203,5419,454154.8223876953
3204,8543,454134.49072265625
3205,8014,454037.33349609375
3206,7550,453414.4580078125
3207,2957,453381.12548828125
3208,7450,453343.02490234375
3209,7911,453308.66357421875
3210,8949,453230.0703125
3211,9218,453144.787109375
3212,6198,452914.4973144531
3213,8136,452604.90673828125
3214,8238,452513.56640625
3215,7562,452485.6286621094
3216,9262,452276.78076171875
3217,9591,452139.04150390625
3218,4236,451939.80517578125
3219,5473,451828.9072265625
3220,1453,451777.2314453125
3221,5725,451393.11865234375
3222,1884,451320.3181152344
3223,8114,451071.62744140625
3224,7204,451061.7080078125
3225,7979,451008.21923828125
3226,7407,451004.72802734375
3227,8146,450982.4892578125
3228,7517,450842.66015625
3229,2590,450821.951171875
3230,2589,450821.951171875
3231,2588,450757.1240234375
3232,9363,450593.7646484375
3233,2249,450495.3518066406
3234,1170,450333.47119140625
3235,8712,450172.09521484375
3236,9773,449936.27734375
3237,9683,449920.7607421875
3238,6000,449838.4494628906
3239,2690,449767.966796875
3240,1248,449594.17138671875
3241,7547,449576.623046875
3242,4182,449548.0556640625
3243,4042,449496.07666015625
3244,3056,449491.857421875
3245,3156,449491.857421875
3246,3057,449491.857421875
3247,3157,449491.857421875
3248,9675,449466.7548828125
3249,3523,449436.498046875
3250,8937,448999.365234375
3251,8313,448973.4111328125
3252,7914,448792.4748535156
3253,3746,448521.3486328125
3254,5482,448393.552734375
3255,4529,448293.90625
3256,7548,447931.4091796875
3257,8385,447618.8537597656
3258,1070,447140.462890625
3259,7943,447123.70458984375
3260,2492,446979.337890625
3261,5228,446953.03271484375
3262,4541,446809.6923828125
3263,3826,446792.55322265625
3264,7559,446654.9983520508
3265,8359,446223.001953125
3266,8216,445528.75390625
3267,2689,445528.50390625
3268,5477,445497.0593261719
3269,9684,445208.46875
3270,3825,445194.8408203125
3271,5029,444488.6929016113
3272,9488,444483.8117675781
3273,9563,444451.70068359375
3274,3496,443754.3073730469
3275,4825,443527.001953125
3276,3222,443480.4685058594
3277,5335,443371.0
3278,4638,443365.0480957031
3279,6597,443122.31201171875
3280,7131,442947.2702636719
3281,3567,442845.74853515625
3282,8687,442783.9189453125
3283,7004,442657.9423828125
3284,3824,442158.5673828125
3285,2881,441999.4748535156
3286,3459,441920.7653808594
3287,9774,441411.1716308594
3288,9688,441393.9306640625
3289,8214,441230.029296875
3290,3450,441040.1484375
3291,2956,440768.60888671875
3292,3457,439620.1999511719
3293,7274,439482.90283203125
3294,9594,439372.84814453125
3295,8268,439367.1281738281
3296,4082,438945.9716796875
3297,8066,438587.8161621094
3298,6986,438363.6950683594
3299,7487,438341.0783691406
3300,2831,438294.06689453125
3301,2591,438270.38818359375
3302,3238,438188.91162109375
3303,4681,438147.71630859375
3304,7345,437787.265625
3305,7663,437758.85876464844
3306,7864,437735.15869140625
3307,9796,437595.98486328125
3308,7812,437577.625
3309,448,437564.5314941406
3310,3058,437413.12548828125
3311,2553,437410.5712890625
3312,3624,437315.64013671875
3313,9599,437136.70458984375
3314,7446,437082.5185546875
3315,4540,436961.7746582031
3316,2346,436863.49377441406
3317,5418,436830.1213378906
3318,4440,436700.32958984375
3319,3363,436425.38623046875
3320,8345,436298.88525390625
3321,6079,436187.3264160156
3322,4780,436168.32275390625
3323,9572,436151.2746582031
3324,6080,436071.0505371094
3325,6081,436055.1882324219
3326,3685,435855.1096191406
3327,5881,435530.921875
3328,9176,435129.3828125
3329,4627,434977.470703125
3330,5334,434969.080078125
3331,9673,434780.6279296875
3332,9925,434593.56884765625
3333,1955,434552.111328125
3334,7275,434480.5290527344
3335,3133,434348.16259765625
3336,7910,434346.87744140625
3337,964,434339.39208984375
3338,1648,434288.35498046875
3339,8450,434236.9287109375
3340,2838,434190.3515625
3341,49,434177.70703125
3342,9038,433720.3125
3343,966,433716.3994140625
3344,8318,433715.1142578125
3345,8837,433433.44091796875
3346,3158,433193.99072265625
3347,1952,433187.291015625
3348,9455,433117.99853515625
3349,1071,433093.5791015625
3350,7764,432990.3143310547
3351,9880,432866.79248046875
3352,6634,432734.1795654297
3353,7909,432332.72900390625
3354,7908,432332.72900390625
3355,7809,432312.1728515625
3356,8230,432246.35763549805
3357,7029,432099.1328125
3358,3495,431826.2370605469
3359,9672,431729.4462890625
3360,1883,431553.51123046875
3361,7185,431497.5308227539
3362,8361,431492.671875
3363,6786,431476.3664550781
3364,3239,431470.26416015625
3365,7130,431354.1428222656
3366,2240,431267.2099609375
3367,9781,431171.20947265625
3368,2958,430866.9541015625
3369,2897,430823.6228027344
3370,2898,430823.6228027344
3371,3097,430823.6228027344
3372,3295,430823.6228027344
3373,3296,430823.6228027344
3374,3395,430823.6228027344
3375,3396,430823.6228027344
3376,2997,430823.6228027344
3377,3196,430823.6228027344
3378,2998,430823.6228027344
3379,3098,430818.85546875
3380,3397,430727.04638671875
3381,4081,430705.283203125
3382,8730,430658.44970703125
3383,3195,430444.7404785156
3384,8737,430228.6689453125
3385,7418,430218.8125
3386,9991,430087.31884765625
3387,7129,430019.1979980469
3388,3394,429974.7687988281
3389,1064,429772.56396484375
3390,7028,429706.3903808594
3391,7128,429706.3903808594
3392,4722,429700.2001953125
3393,4721,429700.2001953125
3394,9137,429378.74853515625
3395,6687,428978.97497558594
3396,7975,428933.1015625
3397,9187,428798.5109863281
3398,9924,428789.83740234375
3399,7904,428717.2138671875
3400,8695,428700.2158203125
3401,7388,428531.12255859375
3402,7816,428447.8879394531
3403,8463,427994.78759765625
3404,3055,427769.5224609375
3405,9048,427465.2490234375
3406,2490,426967.623046875
3407,1885,426855.5029296875
3408,9373,426545.94287109375
3409,4339,426358.1853027344
3410,7977,426344.87646484375
3411,9882,426332.5068359375
3412,1957,426069.869140625
3413,8798,425985.7030029297
3414,8796,425920.66748046875
3415,2735,425878.24658203125
3416,6793,425818.8330078125
3417,3198,425788.4306640625
3418,4075,425710.37646484375
3419,6692,425556.8515625
3420,3623,425516.6086425781
3421,9079,425501.73779296875
3422,6792,425350.7236328125
3423,6892,425350.7236328125
3424,6791,425350.7236328125
3425,6891,425342.8671875
3426,8158,425173.07373046875
3427,8078,424870.5478515625
3428,1894,424697.37744140625
3429,8464,424590.73388671875
3430,4242,424558.4328613281
3431,8167,424466.3239746094
3432,2042,424407.62353515625
3433,6807,424070.55224609375
3434,9389,423980.5065917969
3435,7957,423920.98486328125
3436,7808,423873.04833984375
3437,8077,423854.2734375
3438,1954,423847.09423828125
3439,8257,423797.68212890625
3440,8567,423617.16162109375
3441,3568,423514.2939453125
3442,9293,423500.3671875
3443,7709,423326.22119140625
3444,1164,423299.06591796875
3445,9192,423081.837890625
3446,9322,422953.14794921875
3447,4783,422843.5595703125
3448,2149,422653.5300292969
3449,2049,422614.4440917969
3450,9588,422447.94140625
3451,8617,422390.55712890625
3452,7317,422385.4140625
3453,3823,422222.53076171875
3454,9138,422205.2158203125
3455,9177,422005.27685546875
3456,4581,421959.439453125
3457,6927,421672.5222167969
3458,3099,421590.59326171875
3459,4621,421580.11572265625
3460,8260,421480.95947265625
3461,7648,421476.294921875
3462,3424,421189.9631347656
3463,2938,420815.2412109375
3464,3197,420703.0329589844
3465,8479,420615.20703125
3466,2489,420586.74072265625
3467,2441,420582.3134765625
3468,1454,420228.2189941406
3469,9118,420225.9625854492
3470,8362,420200.6884765625
3471,7761,420148.4694824219
3472,8480,420015.13720703125
3473,7474,419989.40673828125
3474,967,419953.45166015625
3475,8068,419898.65771484375
3476,8150,419828.35791015625
3477,1646,419557.42919921875
3478,9183,419170.98828125
3479,3596,418791.8684082031
3480,5599,418764.1716308594
3481,3096,418361.2644042969
3482,8067,418268.6423339844
3483,7881,418018.87890625
3484,8233,417833.01416015625
3485,9092,417676.4541015625
3486,7349,417671.76220703125
3487,1047,417359.87939453125
3488,7978,417323.35888671875
3489,1165,417244.9921875
3490,9263,417161.62890625
3491,4526,417003.7060546875
3492,3943,416934.7978515625
3493,1695,416896.64208984375
3494,6907,416713.3310546875
3495,2988,416591.1970214844
3496,9264,416445.8408203125
3497,5224,416077.0458984375
3498,9292,416048.49365234375
3499,6680,416007.5920410156
3500,9874,415956.1877441406
3501,7237,415900.66162109375
3502,4172,415822.0908203125
3503,4822,415561.2412109375
3504,6194,415537.67822265625
3505,7181,415274.033203125
3506,5131,415211.96923828125
3507,9419,415080.8291015625
3508,8157,414842.3427734375
3509,9188,414820.37744140625
3510,1784,414747.4580078125
3511,7907,414288.767578125
3512,1252,414247.0944824219
3513,9291,414241.7861328125
3514,9390,414236.9990234375
3515,4482,414208.9658203125
3516,8056,413968.70556640625
3517,8057,413968.70556640625
3518,8246,413865.66796875
3519,6533,413428.474609375
3520,3631,413341.3037109375
3521,9799,413293.44970703125
3522,4821,413226.45263671875
3523,5981,413194.9104003906
3524,7536,413068.91259765625
3525,4723,413017.9931640625
3526,7124,412987.6083984375
3527,3982,412945.87109375
3528,3630,412905.19580078125
3529,7024,412891.33056640625
3530,2899,412850.2470703125
3531,5025,412701.1311035156
3532,5600,412681.29296875
3533,2286,412672.75439453125
3534,2932,412574.125
3535,9883,412523.23681640625
3536,7346,412360.578125
3537,8544,412332.89599609375
3538,9700,412311.0576171875
3539,3696,412250.158203125
3540,6691,412155.9375
3541,8258,412107.97265625
3542,6785,412044.63232421875
3543,7413,411998.33447265625
3544,4177,411837.57373046875
3545,3926,411807.30859375
3546,7206,411778.03125
3547,1058,411673.8076171875
3548,3032,411257.380859375
3549,1950,410794.36572265625
3550,8294,410635.173828125
3551,7708,410545.99267578125
3552,7246,410540.6865234375
3553,3449,410499.7392578125
3554,3421,410482.40966796875
3555,1253,410476.4816894531
3556,9093,410474.9248046875
3557,6685,410285.57580566406
3558,3843,410271.470703125
3559,7807,410149.47802734375
3560,1551,410137.14697265625
3561,7706,410067.8332519531
3562,7906,410067.8330078125
3563,7707,410067.8330078125
3564,7806,410067.8330078125
3565,2753,409973.04638671875
3566,868,409810.787109375
3567,1447,409458.81396484375
3568,5627,409414.64208984375
3569,754,409393.3552246094
3570,7447,409149.203125
3571,9077,409083.59521484375
3572,9968,408964.4541015625
3573,2641,408891.05712890625
3574,7252,408774.75158691406
3575,2896,408487.5339355469
3576,4981,408465.33056640625
3577,5088,408447.95568847656
3578,3468,408092.7216796875
3579,4974,407867.90673828125
3580,4739,407427.56103515625
3581,8360,407364.5729980469
3582,6300,407164.7541503906
3583,8285,407103.7604980469
3584,4725,407054.68359375
3585,9944,406810.2431640625
3586,8208,406802.92333984375
3587,3297,406760.4846191406
3588,7915,406638.111328125
3589,7280,406483.72314453125
3590,1158,406300.39013671875
3591,5178,405828.33544921875
3592,8232,405827.1486816406
3593,9083,405514.71630859375
3594,7357,405476.0856933594
3595,7537,405275.2136230469
3596,1057,405189.2900390625
3597,5081,405151.5040283203
3598,650,405137.89501953125
3599,3359,405008.8342285156
3600,5440,404898.90214538574
3601,3199,404800.2666015625
3602,3294,404431.74462890625
3603,1694,404149.80419921875
3604,8156,404111.255859375
3605,7416,404107.75
3606,8642,403930.64013671875
3607,2488,403788.6220703125
3608,6243,403635.1960449219
3609,9355,403563.8203125
3610,9492,403558.37158203125
3611,7229,403555.72607421875
3612,6197,403262.82177734375
3613,6196,403262.82177734375
3614,6096,403097.58349609375
3615,6195,403095.9445800781
3616,9654,403080.830078125
3617,968,402970.21826171875
3618,1065,402855.72216796875
3619,1066,402743.0712890625
3620,7318,402732.44140625
3621,7721,402619.0357055664
3622,8357,402550.7529296875
3623,5639,402471.9929199219
3624,8095,402375.36767578125
3625,4066,402296.80810546875
3626,7360,402091.9299316406
3627,3525,402070.44482421875
3628,8058,402055.060546875
3629,8982,401809.8864746094
3630,7946,401769.3884277344
3631,4740,401716.5051269531
3632,2999,401626.6804199219
3633,9586,401455.7521972656
3634,1354,401262.42236328125
3635,7810,401238.36181640625
3636,6905,401108.7470703125
3637,5581,400802.4287109375
3638,3039,400612.76416015625
3639,8412,400323.96533203125
3640,5736,399700.4384765625
3641,4580,399598.1945800781
3642,7607,399484.5224609375
3643,7305,399469.78173828125
3644,8135,399456.708984375
3645,2931,399446.0927734375
3646,4282,399357.5017089844
3647,8168,399222.88916015625
3648,3925,399165.65478515625
3649,8938,399133.3330078125
3650,4428,399119.92236328125
3651,9392,399059.978515625
3652,9745,399044.93505859375
3653,7876,398684.0861816406
3654,2583,398361.23046875
3655,3583,398302.59130859375
3656,8485,398143.4934082031
3657,9593,398119.69775390625
3658,9493,398055.35302734375
3659,9491,397811.248046875
3660,7921,397615.7951660156
3661,7947,397539.66259765625
3662,7438,397525.7165527344
3663,9667,397334.17724609375
3664,7437,397288.4470214844
3665,7448,396779.82080078125
3666,8444,396559.74755859375
3667,4476,396480.4970703125
3668,5077,396412.9267578125
3669,4677,396215.9772949219
3670,2989,396058.5524902344
3671,7123,395929.43994140625
3672,5527,395644.97216796875
3673,8684,395644.24365234375
3674,9592,395581.294921875
3675,4183,395272.9240722656
3676,5235,394914.009765625
3677,5124,394828.45166015625
3678,9388,394754.3386230469
3679,8483,394675.3654785156
3680,957,394671.84716796875
3681,9287,394419.12841796875
3682,9288,394406.8322753906
3683,8980,394211.81298828125
3684,5740,394151.9968261719
3685,2185,394014.19970703125
3686,8107,393841.38427734375
3687,2184,393740.9013671875
3688,5227,393720.806640625
3689,6217,393513.3425292969
3690,4171,392980.5949707031
3691,5420,392891.4983520508
3692,3095,392781.9577636719
3693,753,392626.00927734375
3694,5325,392582.46240234375
3695,8465,392500.42529296875
3696,2739,392438.62646484375
3697,9391,392419.85009765625
3698,7805,392355.62158203125
3699,7436,392321.7370605469
3700,7337,391493.16650390625
3701,9164,391478.81298828125
3702,8259,391270.150390625
3703,6097,390677.88623046875
3704,8829,390609.0849609375
3705,1171,390521.5900878906
3706,8159,390347.408203125
3707,8694,390194.7890625
3708,8693,390124.5625
3709,8231,389901.55908203125
3710,4639,389869.2178955078
3711,7336,389726.32958984375
3712,9494,389603.94873046875
3713,7705,389507.36962890625
3714,5318,389489.373046875
3715,1547,389460.58544921875
3716,7479,389248.8225097656
3717,3934,389092.2587890625
3718,8263,389091.55078125
3719,8215,389085.943359375
3720,5219,388843.58349609375
3721,8587,388714.5305175781
3722,7920,388607.40625
3723,7323,388475.18017578125
3724,8741,387977.2099609375
3725,8117,387940.27392578125
3726,1157,387916.564453125
3727,8346,387866.79150390625
3728,1984,387824.99267578125
3729,3695,387520.8151855469
3730,3387,387244.7785644531
3731,8331,387155.2119140625
3732,4521,387104.6561279297
3733,8332,387014.5559082031
3734,9260,386983.70166015625
3735,3425,386837.787109375
3736,2830,386767.03125
3737,8347,386672.45330810547
3738,8247,386188.28369140625
3739,3981,386036.30908203125
3740,7411,386025.9306640625
3741,9030,385994.94580078125
3742,6698,385981.9482421875
3743,3216,385831.087890625
3744,8493,385592.6462402344
3745,6697,385552.2939453125
3746,3497,385538.4677734375
3747,8593,385384.6154785156
3748,8643,385109.60595703125
3749,5998,384899.2463378906
3750,7203,384812.86669921875
3751,9490,384651.05078125
3752,1896,384633.8173828125
3753,5100,384363.70458984375
3754,8838,384352.79150390625
3755,8586,384091.7165527344
3756,2387,384038.1513671875
3757,3226,384032.3603515625
3758,9587,383934.4931640625
3759,9178,383922.2512207031
3760,3489,383898.31884765625
3761,9555,383699.5439453125
3762,9022,383322.89013671875
3763,5199,383224.5458984375
3764,1785,383130.80603027344
3765,4640,383068.6809082031
3766,3524,382750.4030761719
3767,1685,382622.85998535156
3768,1249,382565.09619140625
3769,9687,382562.384765625
3770,7606,382330.08154296875
3771,9873,382201.97900390625
3772,8644,382198.51708984375
3773,6180,381867.44091796875
3774,7361,381792.7012939453
3775,9589,381772.455078125
3776,8321,381644.1787109375
3777,9767,381588.4736328125
3778,7412,381570.064453125
3779,6380,381522.0930175781
3780,847,381430.86669921875
3781,8021,381172.0676269531
3782,7905,380983.66259765625
3783,5200,380964.88134765625
3784,1783,380892.7355957031
3785,8046,380814.0107421875
3786,2143,380624.30859375
3787,4471,380512.47869861126
3788,2855,380302.17138671875
3789,2930,380278.9033203125
3790,2389,379936.89208984375
3791,949,379825.623046875
3792,1451,379427.59716796875
3793,8062,379321.78076171875
3794,2288,379312.88623046875
3795,2287,379312.88623046875
3796,2388,379312.88623046875
3797,4921,379188.93359375
3798,4920,379177.34619140625
3799,9971,379095.4265136719
3800,3488,378989.01513671875
3801,5099,378960.5625
3802,3595,378935.10205078125
3803,8348,378928.8933105469
3804,8701,378485.8525390625
3805,8365,378297.64453125
3806,8742,378284.3408203125
3807,3132,378243.2490234375
3808,3031,378069.57275390625
3809,2542,377873.5244140625
3810,4622,377691.267578125
3811,2153,377629.46923828125
3812,1258,377595.28515625
3813,3369,377479.0798339844
3814,2053,377148.50732421875
3815,8634,377141.0234375
3816,9674,376935.3845214844
3817,4178,376883.4619140625
3818,2054,376876.82421875
3819,8615,376730.9158935547
3820,9123,376718.99951171875
3821,1990,376636.220703125
3822,7307,376427.17041015625
3823,2582,376081.3818359375
3824,9642,375917.427734375
3825,6095,375716.8828125
3826,3522,375668.9221191406
3827,4919,375507.6330566406
3828,8248,375259.6240234375
3829,4382,375216.20703125
3830,8198,375216.0390625
3831,9393,375144.33984375
3832,8449,375075.55859375
3833,7511,375040.0275878906
3834,7913,374937.990234375
3835,8393,374668.4587402344
3836,7916,374584.77490234375
3837,8850,374502.63525390625
3838,9163,374456.9287109375
3839,3584,374453.3762207031
3840,3152,374377.05224609375
3841,8594,374280.7138671875
3842,2050,374254.26806640625
3843,3560,374103.6569824219
3844,4577,374049.0876464844
3845,9686,373990.2443847656
3846,3984,373660.1298828125
